Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1709312969,128,,Aggregated,38.300000,0.000000,7,9,9,10,12,13,15,16,20,20,20,1443,0,7,7.552950031237647,1.514290997874923,118.97708299875376,68.00554400554401
1709312970,130,POST,//query,39.000000,0.000000,7,9,9,10,12,13,15,17,20,20,20,1487,0,7,7.56096288303527,1.514290997874923,118.97708299875376,68.06321452589106
1709312970,130,,Aggregated,39.000000,0.000000,7,9,9,10,12,13,15,17,20,20,20,1487,0,7,7.56096288303527,1.514290997874923,118.97708299875376,68.06321452589106
1709312971,132,POST,//query,40.000000,0.000000,7,9,9,10,12,13,15,17,20,20,20,1535,0,7,7.581937658038435,1.514290997874923,118.97708299875376,68.07817589576547
1709312971,132,,Aggregated,40.000000,0.000000,7,9,9,10,12,13,15,17,20,20,20,1535,0,7,7.581937658038435,1.514290997874923,118.97708299875376,68.07817589576547
1709312972,134,POST,//query,40.500000,0.000000,7,9,9,10,12,13,15,17,20,20,20,1573,0,7,7.595286033104828,1.514290997874923,118.97708299875376,68.11315956770503
1709312972,134,,Aggregated,40.500000,0.000000,7,9,9,10,12,13,15,17,20,20,20,1573,0,7,7.595286033104828,1.514290997874923,118.97708299875376,68.11315956770503
1709312973,136,POST,//query,40.900000,0.000000,7,9,9,10,11,13,15,15,17,17,17,1633,0,7,7.584284016564451,1.514290997874923,118.97708299875376,68.10349050826699
1709312973,136,,Aggregated,40.900000,0.000000,7,9,9,10,11,13,15,15,17,17,17,1633,0,7,7.584284016564451,1.514290997874923,118.97708299875376,68.10349050826699
1709312974,138,POST,//query,41.400000,0.000000,7,9,9,10,11,12,15,15,17,17,17,1679,0,7,7.5926088505359415,1.514290997874923,118.97708299875376,68.04288266825492
1709312974,138,,Aggregated,41.400000,0.000000,7,9,9,10,11,12,15,15,17,17,17,1679,0,7,7.5926088505359415,1.514290997874923,118.97708299875376,68.04288266825492
1709312975,140,POST,//query,42.800000,0.000000,7,9,9,10,11,12,14,15,17,17,17,1713,0,7,7.591306559287321,1.514290997874923,118.97708299875376,68.00350262697023
1709312975,140,,Aggregated,42.800000,0.000000,7,9,9,10,11,12,14,15,17,17,17,1713,0,7,7.591306559287321,1.514290997874923,118.97708299875376,68.00350262697023
1709312976,142,POST,//query,44.000000,0.000000,7,9,9,10,11,13,15,16,44,44,44,1761,0,7,7.611454291353421,1.514290997874923,118.97708299875376,67.95173197047133
1709312976,142,,Aggregated,44.000000,0.000000,7,9,9,10,11,13,15,16,44,44,44,1761,0,7,7.611454291353421,1.514290997874923,118.97708299875376,67.95173197047133
1709312977,144,POST,//query,43.600000,0.000000,7,9,9,10,11,13,14,16,44,44,44,1817,0,7,7.60574635722523,1.514290997874923,118.97708299875376,67.98899284534947
1709312977,144,,Aggregated,43.600000,0.000000,7,9,9,10,11,13,14,16,44,44,44,1817,0,7,7.60574635722523,1.514290997874923,118.97708299875376,67.98899284534947
1709312978,146,POST,//query,43.800000,0.000000,7,9,9,10,11,13,14,16,44,44,44,1868,0,7,7.588079722199155,1.514290997874923,118.97708299875376,67.89186295503212
1709312978,146,,Aggregated,43.800000,0.000000,7,9,9,10,11,13,14,16,44,44,44,1868,0,7,7.588079722199155,1.514290997874923,118.97708299875376,67.89186295503212
1709312979,148,POST,//query,44.000000,0.000000,7,9,9,10,11,13,15,16,44,44,44,1914,0,7,7.585759341732261,1.514290997874923,118.97708299875376,67.88505747126437
1709312979,148,,Aggregated,44.000000,0.000000,7,9,9,10,11,13,15,16,44,44,44,1914,0,7,7.585759341732261,1.514290997874923,118.97708299875376,67.88505747126437
1709312980,150,POST,//query,45.700000,0.000000,7,9,9,10,11,13,14,16,44,44,44,1968,0,7,7.597889716502012,1.514290997874923,118.97708299875376,67.8755081300813
